,year,song,artists,rank,artist1,artist2,artist3,artist4,lyrics,genre,artist_type,lyrics_sentiment,sentiment
118,2014,Let Her Go,Passenger,19,Passenger,,,,"Well you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go

Only know you've been high when you're feeling low
Only hate the road when you're missin' home
Only know you love her when you let her go

And you let her go

Staring at the bottom of your glass
Hoping one day, you'll make a dream last
But dreams come slow and they go so fast

You see her when you close your eyes
Maybe one day you'll understand why
Everything you touch surely dies

But you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go

Only know you've been high when you're feeling low
Only hate the road when you're missin' home
Only know you love her when you let her go

Staring at the ceiling in the dark
Same old empty feeling in your heart
'Cause love comes slow and it goes so fast

Well you see her when you fall asleep
But never to touch and never to keep
'Cause you loved her too much and you dived too deep

Well you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go

Only know you've been high when you're feeling low
Only hate the road when you're missin' home
Only know you love her when you let her go

And you let her go
And you let her go
Well you let her go

'Cause you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go

Only know you've been high when you're feeling low
Only hate the road when you're missin' home
Only know you love her when you let her go

'Cause you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go

Only know you've been high when you're feeling low
Only hate the road when you're missin' home
Only know you love her when you let her go

And you let her go",Folk-Rock,male,0.06772151898734179,1
119,2014,Royals,Lorde,20,Lorde,,,,"I've never seen a diamond in the flesh
I cut my teeth on wedding rings in the movies
And I'm not proud of my address
In the torn-up town, no postcode envy

But every song's like
Gold teeth, Grey Goose, tripping in the bathroom
Bloodstains, ball gowns, trashing the hotel room
We don't care, we're driving Cadillacs in our dreams

But everybody's like
Cristal, Maybach, diamonds on your timepiece
Jet planes, islands, tigers on a gold leash
We don't care, we aren't caught up in your love affair

And we'll never be royals (Royals)
It don't run in our blood
That kind of luxe just ain't for us
We crave a different kind of buzz

Let me be your ruler (Ruler)
You can call me Queen Bee
And baby, I'll rule (I'll rule, I'll rule, I'll rule)
Let me live that fantasy

My friends and I, we've cracked the code
We count our dollars on the train to the party
And everyone who knows us knows
That we're fine with this, we didn't come from money

But every song's like
Gold teeth, Grey Goose, tripping in the bathroom
Bloodstains, ball gowns, trashing the hotel room
We don't care, we're driving Cadillacs in our dreams

But everybody's like
Cristal, Maybach, diamonds on your timepiece
Jet planes, islands, tigers on a gold leash
We don't care, we aren't caught up in your love affair

And we'll never be royals (Royals)
It don't run in our blood
That kind of luxe just ain't for us
We crave a different kind of buzz

Let me be your ruler (Ruler)
You can call me Queen Bee
And baby, I'll rule (I'll rule, I'll rule, I'll rule)
Let me live that fantasy

Oh, oh, oh
We're bigger than we ever dreamed
And I'm in love with being queen

Oh, oh, oh
Life is great without a care
We aren't caught up in your love affair

And we'll never be royals (Royals)
It don't run in our blood
That kind of luxe just ain't for us
We crave a different kind of buzz

Let me be your ruler (Ruler)
You can call me Queen Bee
And baby, I'll rule (I'll rule, I'll rule, I'll rule)
Let me live that fantasy",Electronic,female,0.30571625344352615,1
120,2015,Uptown Funk!,Mark Ronson / Bruno Mars,1,Mark Ronson,Bruno Mars,,,"Aw, ow!

This hit, that ice cold
Michelle Pfeiffer, that white gold
This one for them hood girls
Them good girls, straight masterpieces

Stylin', wilin' 
Livin' it up in the city
Got Chucks on with Saint Laurent
Gotta kiss myself, I'm so pretty

I'm too hot (hot damn)
Uh, call the police and the fireman
I'm too hot (hot damn)
Make a dragon wanna retire, man
I'm too hot (hot damn)
Say my name, you know who I am
I'm too hot (hot damn)
And my band 'bout that money
Break it down

Girls hit your hallelujah (woo)
Girls hit your hallelujah (woo)
Girls hit your hallelujah (woo)
'Cause uptown funk gon' give it to you (woo)
('Cause uptown funk gon' give it to you)
'Cause uptown funk gon' give it to you
Saturday night and we in the spot
Don't believe me just watch, come on!

(ya) Don't believe me just watch, uh
(ya) Don't believe me just watch, uh
Don't believe me just watch, uh
Don't believe me just watch
Don't believe me just watch
Hey, hey, hey, oh!

Stop, wait a minute
Fill my cup, put some liquor in it
Take a sip, sign the check
Julio, get the stretch

Ride to Harlem, Hollywood
Jackson, Mississippi
If we show up, we gon' show out
Smoother than a fresh jar o' Skippy

I'm too hot (hot damn)
Call the police and the fireman
I'm too hot (hot damn)
Make a dragon wanna retire, man
I'm too hot (too hot, hot damn, hot damn)
Bitch, say my name you know who I am
I'm too hot (hot damn)
Uh, and my band 'bout that money
Break it down

Girls hit your hallelujah (woo)
Girls hit your hallelujah (woo)
Girls hit your hallelujah (woo)
'Cause uptown funk gon' give it to you (woo)
('Cause uptown funk gon' give it to you)
'Cause uptown funk gon' give it to you
Saturday night and we in the spot
Don't believe me just watch, come on!

(ya) Don't believe me just watch, uh
(ya) Don't believe me just watch, uh
Don't believe me just watch, uh
Don't believe me just watch
Don't believe me just watch
Hey, hey, hey, oh!

Before we leave
Lemme tell y'all a lil' somethin'

Uptown funk you up
Uptown funk you up
Uptown funk you up
Uptown funk you up, uh
I said, uptown funk you up
Uptown funk you up, uh
Uptown funk you up
Uptown funk you up

Come on, dance, jump on it
If you sexy, then flaunt it
If you freaky, then own it
Don't brag about it, come show me

Come on, dance, jump on it
If you sexy, then flaunt it
Well, it's Saturday night and we in the spot
Don't believe me, just watch, come on

(Ya) Don't believe me just watch, uh
(Ya) Don't believe me just watch, uh
Don't believe me just watch, uh
Don't believe me just watch
Don't believe me just watch
Hey, hey, hey, oh!

Uptown funk you up (woo, come on)
Uptown funk you up (hey, say what?)
Uptown funk you up (hey)
Uptown funk you up (come on)
Uptown funk you up (woo, come on)
Uptown funk you up (hey, say what?)
Uptown funk you up (hey)
Uptown funk you up (come on)
Uptown funk you up (woo, come on)
Uptown funk you up (hey, say what?)
Uptown funk you up (hey)
Uptown funk you up (come on)
Uptown funk you up (ah)
Uptown funk you up (say what?)
Uptown funk you up
Aw, ow!",Pop,Collab,0.23259099616858236,1
121,2015,Thinking Out Loud,Ed Sheeran,2,Ed Sheeran,,,,"When your legs don't work like they used to before
And I can't sweep you off of your feet
Will your mouth still remember the taste of my love?
Will your eyes still smile from your cheeks?

And darling, I will be loving you till we're seventy
And baby, my heart could still fall as hard at twenty-three
And I'm thinking 'bout how
People fall in love in mysterious ways
Maybe just the touch of a hand
Oh, me, I fall in love with you every single day
And I just wanna tell you I am

So honey, now
Take me into your loving arms
Kiss me under the light of a thousand stars
Place your head on my beating heart
I'm thinking out loud
Maybe we found love right where we are

When my hair's all but gone and my memory fades
And the crowds don't remember my name
When my hands don't play the strings the same way
I know you will still love me the same

'Cause honey, your soul
It could never grow old, it's evergreen
And baby, your smile's forever in my mind and memory
And I'm thinking 'bout how
People fall in love in mysterious ways
And maybe it's all part of a plan
Well, I'll just keep on making the same mistakes
Hoping that you'll understand

But baby, now
Take me into your loving arms
Kiss me under the light of a thousand stars
Place your head on my beating heart
I'm thinking out loud
That maybe we found love right where we are

So baby, now
Take me into your loving arms
Kiss me under the light of a thousand stars
Oh darling, place your head on my beating heart
I'm thinking out loud
That maybe we found love right where we are
Oh, maybe we found love right where we are
And we found love right where we are",Soul,male,0.3047278911564626,1
122,2015,See You Again,Wiz Khalifa / Charlie Puth,3,Wiz Khalifa,Charlie Puth,,,"It's been a long day without you my friend
And I'll tell you all about it when I see you again
We've come a long way from where we began
Oh, I'll tell you all about it when I see you again
When I see you again

Damn, who knew
All the planes we flew
Good things we been through
That I'd be standing right here talking to you
'Bout another path
I know we loved to hit the road and laugh

But something told me that it wouldn't last
Had to switch up look at things different see the bigger picture
Those were the days
Hard work forever pays
Now I see you in a better place

Ah
How could we not talk about family when family's all that we got?
Everything I went through you were standing there by my side
And now you gon' be with me for the last ride

It's been a long day without you my friend
And I'll tell you all about it when I see you again
We've come a long way from where we began
Oh, I'll tell you all about it when I see you again (lemme tell you)
When I see you again

Oh, oh, ooh

First, you both go out your way
And the vibe is feeling strong
And what's small turned to a friendship
A friendship turned to a bond
And that bond will never be broken
The love will never get lost

And when brotherhood come first
Then the line will never be crossed
Established it on our own
When that line had to be drawn
And that line is what we reached
So remember me when I'm gone

How could we not talk about family when family's all that we got?
Everything I went through you were standing there by my side
And now you gon' be with me for the last ride

So let the light guide your way, yeah
Hold every memory as you go
And every road you take
Will always lead you home, home

It's been a long day without you my friend
And I'll tell you all about it when I see you again
We've come a long way from where we began
Oh, I'll tell you all about it when I see you again
When I see you again

Oh, oh, ooh
When I see you again
Oh, oh, ooh
When I see you again",R&B/Soul,Collab,0.1470952380952381,1
123,2015,Trap Queen,Fetty Wap,4,Fetty Wap,,,,"Remy Boyz, yeah
1738

I'm like ""hey, what's up, hello""
Seen yo pretty ass soon as you came in that door
I just wanna chill, got a sack for us to roll
Married to the money, introduced her to my stove
Showed her how to whip it, now she remixin' for low
She my trap queen, let her hit the bando
We be countin' up, watch how far them bands go
We just set a goal, talkin' matchin' Lambos
Got 50, 60 grand, 5 100 grams though
Man, I swear I love her how she work the damn pole
Hit the strip club, we be letting bands go
Everybody hating, we just call them fans though
In love with the money, I ain't never letting go

And I get high with my baby
I just left the mall, I'm getting fly with my baby, yeah
And I can ride with my baby
I be in the kitchen cooking pies with my baby, yeah

And I get high with my baby
I just left the mall, I'm getting fly with my baby, yeah
And I can ride with my baby
I be in the kitchen cooking pies with my baby, yeah

I hit the strip with my trap queen 'cause all we know is bands
I just might snatch up a 'Rari and buy my boo a 'Lamb
I might just snatch her necklace, drop a couple on a ring
She ain't want it for nothin' because I got her everything
Bitch you up in the bando, without deniro can't go
Remi boys got extendo, count up hella bands tho
How far can your Benz go?
Fetty Wap I'm living fifty thousand K how I stand tho
If you checking out my pockets hol' up

And I get high with my baby
I just left the mall, I'm getting fly with my baby, yeah
And I can ride with my baby
I be in the kitchen cooking pies with my baby, yeah

And I get high with my baby
I just left the mall, I'm getting fly with my baby, yeah
And I can ride with my baby
I be in the kitchen cooking pies with my baby, yeah

I'm like ""hey, what's up, hello""
Seen yo pretty ass soon as you came in that door
I just wanna chill, got a sack for us to roll
Married to the money, introduced her to my stove
Showed her how to whip it, now she remixin' for low
She my trap queen, let her hit the bando
We be countin' up, watch how far them bands go
We just set a goal, talkin' matchin' Lambos
Got 50, 60 grand, 5 100 grams though
Man, I swear I love her how she work the damn pole
Hit the strip club, we be letting bands go
Everybody hating, we just call them fans though
In love with the money, I ain't never letting go

I be smoking dope and you know Backwoods what I roll
Remy Boy, Fetty eating shit up that's fasho
Ill run in ya house, then I'll fuck your ho
'Cause Remy Boyz are nuttin', Re-Re-Remy Boyz are nuttin'",Contemporary R&B,male,0.23466666666666666,1
124,2015,Sugar,Maroon 5,5,Maroon 5,,,,"I'm hurting, babe, I'm broken down
I need your loving, loving, I need it now
When I'm without you, I'm something weak
You've got me begging, begging, I'm on my knees

I don't want to be needing your love
I just want to be deep in your love
And still in me when you're away
Ooh baby, 'cause I really don't care where you are
I just want to be there where you are
And I gotta get one little taste

Your sugar, yes please
Won't you come and put it down on me?
I'm right here 'cause I need
A little love, a little sympathy
Yeah you show me good loving, make it alright
Need a little sweetness in my life
Your sugar, yes please
Won't you come and put it down on me?

My broken pieces, you picked them up
Don't leave me hanging, hanging, come give me some
When I'm without you, oh, so insecure
You are the one thing, one thing I'm living for

I don't want to be needing your love
I just want to be deep in your love
And still in me when you're away
Ooh baby, 'cause I really don't care where you are
I just want to be there where you are
And I gotta get one little taste

Your sugar, yes please
Won't you come and put it down on me?
I'm right here 'cause I need
A little love, a little sympathy
Yeah you show me good loving, make it alright
Need a little sweetness in my life
Your sugar, yes please
Won't you come and put it down on me?

I want that red velvet, I want that sugar sweet
Don't let nobody touch it unless that somebody's me
I gotta be a man, there ain't no other way
'Cause girl you're hotter than a southern California day
I don't want to play no games, you don't got to be afraid
Don't give me all that shine shit, no makeup on, that's my

Sugar, yes please
Won't you come and put it down on me?
I'm right here 'cause I need
A little love, a little sympathy
Yeah you show me good loving, make it alright
Need a little sweetness in my life
Your sugar, yes please
Won't you come and put it down on me?

Your sugar, yes please
Won't you come and put it down on me?
I'm right here 'cause I need
A little love, a little sympathy
Yeah you show me good loving, make it alright
Need a little sweetness in my life
Your sugar, yes please
Won't you come and put it down on me?

Down on me, ooh, haha",Pop,Group,0.0967180588082227,1
125,2015,Shut Up And Dance,WALK THE MOON,6,WALK THE MOON,,,,"""Oh, don't you dare look back
Just keep your eyes on me""
I said, ""You're holding back""
She said, ""Shut up and dance with me""
This woman is my destiny
She said, ""Ooh hoo
Shut up and dance with me""

We were victims of the night
The chemical, physical kryptonite
Helpless to the bass and the fading light
Oh, we were bound to get together
Bound to get together

She took my arm
I don't know how it happened
We took the floor, and she said

""Oh, don't you dare look back
Just keep your eyes on me""
I said, ""You're holding back""
She said, ""Shut up and dance with me""
This woman is my destiny
She said, ""Ooh hoo
Shut up and dance with me""

A backless dress and some beat up sneaks
My discothèque Juliet, teenage dream
I felt it in my chest as she looked at me
I knew we were bound to be together
Bound to be together

She took my arm
I don't know how it happened
We took the floor, and she said

""Oh, don't you dare look back
Just keep your eyes on me""
I said, ""You're holding back""
She said, ""Shut up and dance with me""
This woman is my destiny
She said, ""Ooh hoo
Shut up and dance with me""

Oh, c'mon girl!

Deep in her eyes
I think I see the future
I realize this is my last chance
She took my arm
I don't know how it happened
We took the floor, and she said

""Oh, don't you dare look back
Just keep your eyes on me""
I said, ""You're holding back""
She said, ""Shut up and dance with me""
This woman is my destiny
She said, ""Ooh hoo
Shut up and dance""

""Don't you dare look back
Just keep your eyes on me""
I said, ""You're holding back""
She said, ""Shut up and dance with me""
This woman is my destiny
She said, ""Ooh hoo
Shut up and dance with me""

Ooh hoo
Shut up and dance with me
Ooh hoo
Shut up and dance with me",Alternative,Not Found,0.014705882352941176,1
126,2015,Blank Space,Taylor Swift,7,Taylor Swift,,,,"Nice to meet you, where you been?
I could show you incredible things
Magic, madness, heaven, sins
Saw you there and I thought

""Oh my God, look at that face!""
You look like my next mistake
Love's a game, wanna play?

New money, suit and tie
I can read you like a magazine
Ain't it funny, rumors fly
And I know you heard about me

So hey, let's be friends
I'm dying to see how this one ends
Grab your passport and my hand
I can make the bad guys good for a weekend

So it's gonna be forever
Or it's gonna go down in flames
You can tell me when it's over (mmm)
If the high was worth the pain

Got a long list of ex-lovers
They'll tell you I'm insane
'Cause you know I love the players
And you love the game

'Cause we're young and we're reckless
We'll take this way too far
It'll leave you breathless (mmm)
Or with a nasty scar

Got a long list of ex-lovers
They'll tell you I'm insane
But I got a blank space, baby
And I'll write your name

Cherry lips, crystal skies
I could show you incredible things
Stolen kisses, pretty lies
You're the king, baby, I'm your queen

Find out what you want
Be that girl for a month
Wait, the worst is yet to come
Oh no

Screaming, crying, perfect storms
I can make all the tables turn
Rose garden filled with thorns
Keep you second-guessing like

""Oh my God, who is she?""
I get drunk on jealousy
But you'll come back each time you leave
'Cause darling, I'm a nightmare dressed like a daydream

So it's gonna be forever
Or it's gonna go down in flames
You can tell me when it's over (mmm)
If the high was worth the pain

Got a long list of ex-lovers
They'll tell you I'm insane
'Cause you know I love the players
And you love the game

'Cause we're young and we're reckless (oh)
We'll take this way too far
It'll leave you breathless (mmm)
Or with a nasty scar

Got a long list of ex-lovers
They'll tell you I'm insane
But I got a blank space, baby
And I'll write your name

Boys only want love if it's torture
Don't say I didn't, say I didn't warn ya
Boys only want love if it's torture
Don't say I didn't, say I didn't warn ya

So it's gonna be forever
Or it's gonna go down in flames
You can tell me when it's over (over)
If the high was worth the pain

Got a long list of ex-lovers
They'll tell you I'm insane
'Cause you know I love the players
And you love the game

'Cause we're young and we're reckless
We'll take this way too far (ooh)
It'll leave you breathless (mmm)
Or with a nasty scar

Got a long list of ex-lovers
They'll tell you I'm insane
But I got a blank space, baby
And I'll write your name",Electronic,Not Found,-0.0018985307621671049,0
127,2015,Watch Me,Silento,8,Silento,,,,Not Found,Hip Hop/Rap,Not Found,0.0,0
128,2015,Earned It (Fifty Shades Of Grey),The Weeknd,9,The Weeknd,,,,"You make it look like it's magic
'Cause I see nobody, nobody but you, you, you
I'm never confused
Hey, hey

I'm so used to being used
So I love when you call unexpected
'Cause I hate when the moment's expected
So I'ma care for you, you, you
I'ma care for you, you, you, you, yeah
'Cause girl you're perfect
You're always worth it
And you deserve it
The way you work it
'Cause girl you earned it
Girl you earned it

You know our love would be tragic
So you don't pay it, don't pay it no mind
We live with no lies
Hey, hey
You're my favorite kind of night

So I love when you call unexpected
'Cause I hate when the moment's expected
So I'ma care for you, you, you
I'ma care for you, you, you, you, yeah
'Cause girl you're perfect
You're always worth it
And you deserve it
The way you work it
'Cause girl you earned it
Girl you earned it

On that lonely night
You said it wouldn't be love
But we felt the rush
It made us believe it there was only us
Convinced we were broken inside, inside

I'm so used to being used
So I love when you call unexpected
'Cause I hate when the moment's expected
So I'ma care for you, you, you
I'ma care for you, you, you, you, yeah
'Cause girl you're perfect
You're always worth it
And you deserve it
The way you work it
'Cause girl you earned it
Girl you earned it",Soundtrack,male,0.16159874608150465,1
129,2015,The Hills,The Weeknd, 10,The Weeknd,,,,"Your man on the road, he doing promo
You said keep our business on the low-low
I'm just tryna get you out the friend-zone
'Cause you look even better than the photos

I can't find your house, send me the info
Driving through the gated residential
Found out I was coming, sent your friends home
Keep on tryna hide it but your friends know

I only call you when it's half past five
The only time that I'll be by your side
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, yeah

I only call you when it's half past five
The only time I'd ever call you mine
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, babe

I'mma let you know and keep it simple
Tryna keep it up don't seem so simple
I just fucked two bitches 'fore I saw you
And you gon' have to do it at my tempo

Always tryna send me off to rehab
Drugs start to feelin' like it's decaf
I'm just tryna live life for the moment
And all these motherfuckers want a relapse

I only call you when it's half past five
The only time that I'll be by your side
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, yeah

I only call you when it's half past five
The only time I'd ever call you mine
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, babe

Hills have eyes, the hills have eyes
Who are you to judge, who are you to judge?
Hide your lies, girl hide your lies
Only you to trust, only you

I only call you when it's half past five
The only time that I'll be by your side
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, yeah

I only call you when it's half past five
The only time I'd ever call you mine
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, babe

Yenefikir, ewedeshalo
Yenefikir, fikir, fikir
Yenefikir, fikir, fikir, fikir

Ewedeshalo, ewedeshalo
Yenefikir, fikir, fikir
Yenefikir, fikir, fikir, fikir",R&B/Soul,male,-0.06363636363636362,0
130,2015,Cheerleader,OMI,11,OMI,,,,"This time a mystery check the history 
From you hear my voice it's no secret
Cheerleader song but the words sing along 
No someone to dip on the remix
Me a di a di girl inna the tight up skirt 
But ooh they call me cheerleader
Pom poms in my hand when I sing dis song
Oh maybe they turn on the speaker

Say oh I think that I found myself a cheerleader
She's always right there when I need her
Oh I think that I found myself a cheerleader
She's always right there when I need her

When I need motivation, my one solution
Is my queen 'cause she stay strong yeah yeah 
She's always in my corner right there when I want her
All these other girls are tempting but I'm empty when you're gone 
And they say
Do you need me 
Do you think I'm pretty 
Do I make you feel like cheating
I'm like no not really (nuh uh) 

'Cause oh I think that I found myself a cheerleader
She's always right there when I need her
Oh I think that I found myself a cheerleader
She's always right there when I need her

If its wrong I don't care I'mma right this 
Thinks you don't have me flying the highest 
Say what say what you want call me like it
For the haters out there you can bite this
I'mma walk like a model talk like a model 
Call me mischief may 'cause because I'mma model
Been looking like say I won the lotto 
If I were a ooh then I'm off there singing like 

Oh I think that I found myself a cheerleader
She's always right there when I need her
Oh I think that I found myself a cheerleader
She's always right there when I need her

She gives me love and affection
Baby did I mention 
You're the only girl for me 
No I don't need no next one
Mama loves you too 
She thinks I made the right selection
All there's left to do is
Ask the question 

Oh I think that I found myself a cheerleader
She's always right there when I need her
Oh I think that I found myself a cheerleader
She's always right there when I need her",Pop/Rock,male,0.15315734989648028,1
131,2015,Can't Feel My Face,The Weeknd,12,The Weeknd,,,,"And I know she'll be the death of me, at least we'll both be numb
And she'll always get the best of me, the worst is yet to come
But at least we'll both be beautiful and stay forever young
This I know, yeah, this I know

She told me, ""Don't worry about it""
She told me, ""Don't worry no more""
We both know we can't go without it
She told me you'll never be alone, oh, oh, woo

I can't feel my face when I'm with you
But I love it, but I love it, oh
I can't feel my face when I'm with you
But I love it, but I love it, oh

And I know she'll be the death of me, at least we'll both be numb
And she'll always get the best of me, the worst is yet to come
All the misery was necessary when we're deep in love
This I know (this I know), girl, I know

She told me, ""Don't worry about it""
She told me, ""Don't worry no more""
We both know we can't go without it
She told me you'll never be alone, oh, oh, woo

I can't feel my face when I'm with you
But I love it, but I love it, oh
I can't feel my face when I'm with you
But I love it, but I love it, oh

I can't feel my face when I'm with you
But I love it (but I love it), but I love it (but I love it), oh
I can't feel my face when I'm with you
But I love it (but I love it), but I love it (but I love it), oh

She told me, ""Don't worry about it""
She told me, ""Don't worry no more""
We both know we can't go without it
She told me you'll never be alone, oh, oh, woo

I can't feel my face when I'm with you
But I love it (but I love it), but I love it (oh, I love it), oh
I can't feel my face when I'm with you
But I love it (but I love it), but I love it (but I love it), oh

I can't feel my face when I'm with you
But I love it (but I love it), but I love it (but I love it), oh
I can't feel my face when I'm with you
But I love it (when I'm with you), but I love it (when I'm with you), oh

I can't feel my face
Hey",R&B/Soul,male,0.28936170212765955,1
132,2015,Love Me Like You Do,Ellie Goulding,13,Ellie Goulding,,,,"You're the light, you're the night
You're the color of my blood
You're the cure, you're the pain
You're the only thing I wanna touch
Never knew that it could mean so much, so much

You're the fear, I don't care
'Cause I've never been so high
Follow me through the dark
Let me take you past our satellites
You can see the world you brought to life, to life

So love me like you do, lo-lo-love me like you do
Love me like you do, lo-lo-love me like you do
Touch me like you do, to-to-touch me like you do
What are you waiting for?

Fading in, fading out
On the edge of paradise
Every inch of your skin is a holy grail I've gotta find
Only you can set my heart on fire, on fire

Yeah, I'll let you set the pace
'Cause I'm not thinking straight
My head's spinning around, I can't see clear no more
What are you waiting for?

Love me like you do, lo-lo-love me like you do (Like you do)
Love me like you do, lo-lo-love me like you do
Touch me like you do, to-to-touch me like you do
What are you waiting for?

Love me like you do, lo-lo-love me like you do (Like you do)
Love me like you do, lo-lo-love me like you do (Yeah)
Touch me like you do, to-to-touch me like you do
What are you waiting for?

I'll let you set the pace
'Cause I'm not thinking straight
My head's spinning around, I can't see clear no more
What are you waiting for?

Love me like you do, lo-lo-love me like you do (Like you do)
Love me like you do, lo-lo-love me like you do (Yeah yeah)
Touch me like you do, to-to-touch me like you do
What are you waiting for?

Love me like you do, lo-lo-love me like you do (Like you do)
Love me like you do, lo-lo-love me like you do (Yeah)
Touch me like you do, to-to-touch me like you do (Ah)
What are you waiting for?",Electronic,female,0.2144791666666667,1
133,2015,Take Me To Church,Hozier,14,Hozier,,,,"My lover's got humour
She's the giggle at a funeral
Knows everybody's disapproval
I should've worshipped her sooner

If the Heavens ever did speak
She's the last true mouthpiece
Every Sunday's getting more bleak
A fresh poison each week

We were born sick
You heard them say it

My church offers no absolutes
She tells me, ""Worship in the bedroom""
The only heaven I'll be sent to
Is when I'm alone with you

I was born sick
But I love it
Command me to be well
A-amen, amen, amen

Take me to church
I'll worship like a dog at the shrine of your lies
I'll tell you my sins and you can sharpen your knife
Offer me that deathless death
Good God, let me give you my life

Take me to church
I'll worship like a dog at the shrine of your lies
I'll tell you my sins and you can sharpen your knife
Offer me that deathless death
Good God, let me give you my life

If I'm a pagan of the good times
My lover's the sunlight
To keep the Goddess on my side
She demands a sacrifice

Drain the whole sea
Get something shiny
Something meaty for the main course
That's a fine lookin' high horse

What you got in the stable?
We've a lot of starving faithful
That looks tasty
That looks plenty
This is hungry work

Take me to church
I'll worship like a dog at the shrine of your lies
I'll tell you my sins, so you can sharpen your knife
Offer me my deathless death
Good God, let me give you my life

Take me to church
I'll worship like a dog at the shrine of your lies
I'll tell you my sins, so you can sharpen your knife
Offer me my deathless death
Good God, let me give you my life

No masters or kings when the ritual begins
There is no sweeter innocence than our gentle sin
In the madness and soil of that sad earthly scene
Only then I am human, only then I am clean

Oh oh
Amen, amen, amen

Take me to church
I'll worship like a dog at the shrine of your lies
I'll tell you my sins and you can sharpen your knife
Offer me that deathless death
Good God, let me give you my life

Take me to church
I'll worship like a dog at the shrine of your lies
I'll tell you my sins and you can sharpen your knife
Offer me that deathless death
Good God, let me give you my life",Alternative,male,0.19375661375661377,1
134,2015,Bad Blood,Taylor Swift / Kendrick Lamar,15,Taylor Swift,Kendrick Lamar,,,"'Cause baby now we've got bad blood
You know it used to be mad love
So take a look at what you've done
'Cause baby now we've got bad blood, hey

Now we got problems
And I don't think we can solve 'em
You made a really deep cut
And baby, now we got bad blood, hey

Did you have to do this?
I was thinking that you could be trusted
Did you have to ruin
What was shining? Now it's all rusted

Did you have to hit me?
where I'm weak, baby, I couldn't breathe
And rub it in so deep
Salt in the wound like you're laughing right at me

Oh, it's so sad to
Think about the good times
You and I

'Cause baby, now we got bad blood
You know it used to be mad love
So take a look at what you've done
'Cause baby, now we got bad blood, hey

Now we got problems
And I don't think we can solve 'em
You made a really deep cut
And baby, now we got bad blood, hey

Did you think we'd be fine?
Still got scars on my back from your knife
So don't think it's in the past
These kind of wounds, they last and they last

Now did you think it all through?
All these things will catch up to you
And time can heal but this won't
So if you're coming my way, just don't

Oh, it's so sad to
Think about the good times
You and I

'Cause baby, now we got bad blood
You know it used to be mad love
So take a look at what you've done
'Cause baby, now we got bad blood, hey

Now we got problems
And I don't think we can solve 'em
You made a really deep cut
And baby, now we got bad blood, hey

Band-aids don't fix bullet holes
You say sorry just for show
You live like that, you live with ghosts
Band-aids don't fix bullet holes
You say sorry just for show
You live like that, you live with ghosts

Mmm, if you love like that blood runs cold

'Cause baby, now we got bad blood
You know it used to be mad love
So take a look at what you've done
'Cause baby, now we got bad blood, hey

Now we got problems
And I don't think we can solve 'em
You made a really deep cut
And baby, now we got bad blood, hey

'Cause baby, now we got bad blood
You know it used to be mad love
So take a look at what you've done
'Cause baby, now we got bad blood, hey

Now we got problems
And I don't think we can solve 'em
You made a really deep cut
And baby, now we got bad blood, hey",Pop,Collab,-0.2078855784738137,0
135,2015,Lean On,Major Lazer / DJ Snake / MO,16,Major Lazer,DJ Snake,MO,,"Do you recall, not long ago
We would walk on the sidewalk
Innocent, remember?
All we did was care for each other

But the night was warm
We were bold and young
All around the wind blows
We would only hold on to let go

Blow a kiss, fire a gun
We need someone to lean on
Blow a kiss, fire a gun
All we need is somebody to lean on

Blow a kiss, fire a gun
We need someone to lean on
Blow a kiss, fire a gun
All we need is somebody to lean on

What will we do when we get old?
Will we walk down the same road?
Will you be there by my side?
Standing strong as the waves roll over

When the nights are long
Longing for you to come home
All around the wind blows
We would only hold on to let go

Blow a kiss, fire a gun
We need someone to lean on
Blow a kiss, fire a gun
All we need is somebody to lean on

Blow a kiss, fire a gun
We need someone to lean on
Blow a kiss, fire a gun
All we need is somebody to lean on

All we need is somebody to lean on
All we need is somebody to lean on
Lean on, lean on, lean on, lean on...

Blow a kiss, fire a gun
We need someone to lean on
Blow a kiss, fire a gun
All we need is somebody to lean on

Blow a kiss, fire a gun
We need someone to lean on
Blow a kiss, fire a gun
All we need is somebody to lean on",Electronic,Collab,0.13547008547008546,1
